rank,filename,dataset,ssim,hist_corr,edge_density,line_density,combined_score,z_score,after_path,before_path
243,"3FO4IOERQGEH_288_empty_1.jpg",train,0.486340,0.007987,37.291260,40.62,0.247163,-1.26,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOERQGEH_288_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOERQGEH_288_empty_1.jpg"
244,"3FO4IL7DD709_141_empty_1.jpg",train,0.394147,0.100197,7.972641,3.91,0.247172,-1.26,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL7DD709_141_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL7DD709_141_empty_1.jpg"
245,"3FO4IIAL7WOC_735_empty_1.jpg",train,0.426494,0.068851,14.793549,9.38,0.247672,-1.25,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIAL7WOC_735_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIAL7WOC_735_empty_1.jpg"
246,"3FO4IQA9F9IP_201_empty_1.jpg",train,0.358871,0.138030,26.536560,26.56,0.248451,-1.25,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQA9F9IP_201_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQA9F9IP_201_empty_1.jpg"
247,"3FO4IFXP4DIC_260_empty_1.jpg",test,0.399935,0.099227,30.054016,32.81,0.249581,-1.25,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IFXP4DIC_260_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IFXP4DIC_260_empty_1.jpg"
248,"3FO4II9IHTSJ_835_empty_1.jpg",test,0.397365,0.103319,27.715530,26.17,0.250342,-1.24,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4II9IHTSJ_835_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4II9IHTSJ_835_empty_1.jpg"
249,"3FO4IIVXG020_145467_empty_1.jpg",train,0.446590,0.054289,11.575699,11.33,0.250439,-1.24,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIVXG020_145467_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIVXG020_145467_empty_1.jpg"
250,"3FO4IIIL853B_329_empty_1.jpg",train,0.482972,0.018050,30.898361,27.34,0.250511,-1.24,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIIL853B_329_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIIL853B_329_empty_1.jpg"
251,"3FO4IO58X3IB_3756_empty_1.jpg",train,0.572985,-0.070750,4.015503,3.52,0.251118,-1.24,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO58X3IB_3756_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO58X3IB_3756_empty_1.jpg"
252,"3FO4IL83GSR1_6640_empty_1.jpg",validation,0.344513,0.160835,37.765961,37.89,0.252674,-1.23,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IL83GSR1_6640_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IL83GSR1_6640_empty_1.jpg"
253,"3FO4IIGWS8QQ_579_empty_1.jpg",train,0.358917,0.148831,22.213669,18.36,0.253874,-1.23,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIGWS8QQ_579_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIGWS8QQ_579_empty_1.jpg"
254,"3FO4IM958BXI_224938_empty_1.jpg",train,0.517356,-0.006956,9.392853,8.98,0.255200,-1.23,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IM958BXI_224938_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IM958BXI_224938_empty_1.jpg"
255,"3FO4IIWBAH1F_557922_empty_1.jpg",train,0.487180,0.024573,33.232956,28.52,0.255877,-1.22,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIWBAH1F_557922_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIWBAH1F_557922_empty_1.jpg"
256,"3FO4IQ8BGR3D_790620_empty_1.jpg",validation,0.659123,-0.146966,3.996048,3.52,0.256079,-1.22,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IQ8BGR3D_790620_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IQ8BGR3D_790620_empty_1.jpg"
257,"3FO4IOCCJXOS_1480_empty_1.jpg",validation,0.392568,0.119736,15.416107,9.38,0.256152,-1.22,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IOCCJXOS_1480_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IOCCJXOS_1480_empty_1.jpg"
258,"3FO4IIIL853B_839_empty_1.jpg",train,0.432899,0.080895,24.894562,21.48,0.256897,-1.22,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIIL853B_839_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIIL853B_839_empty_1.jpg"
259,"3FO4ILQORG2K_972_empty_1.jpg",train,0.433499,0.081661,26.941223,22.27,0.257580,-1.22,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILQORG2K_972_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILQORG2K_972_empty_1.jpg"
260,"3FO4IOW3CR9P_304_empty_1.jpg",train,0.270265,0.247097,41.361237,50.78,0.258681,-1.21,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOW3CR9P_304_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOW3CR9P_304_empty_1.jpg"
261,"3FO4IK9ICSSH_1205_empty_1.jpg",validation,0.343524,0.174695,11.680756,10.16,0.259110,-1.21,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IK9ICSSH_1205_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IK9ICSSH_1205_empty_1.jpg"
262,"3FO4IMS8SYQ0_164237_empty_1.jpg",train,0.346585,0.174436,19.205933,16.41,0.260510,-1.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMS8SYQ0_164237_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMS8SYQ0_164237_empty_1.jpg"
263,"3FO4IJ61TRUS_843381_empty_1.jpg",validation,0.466959,0.054288,32.793274,37.89,0.260624,-1.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IJ61TRUS_843381_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IJ61TRUS_843381_empty_1.jpg"
264,"3FO4IO469FRX_247_empty_1.jpg",validation,0.360767,0.160953,27.711639,28.52,0.260860,-1.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IO469FRX_247_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IO469FRX_247_empty_1.jpg"
265,"3FO4IGIJHFMP_50880_empty_1.jpg",validation,0.428953,0.093059,13.209915,13.67,0.261006,-1.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IGIJHFMP_50880_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IGIJHFMP_50880_empty_1.jpg"
266,"3FO4IIYNGIBK_27280_empty_1.jpg",test,0.392183,0.129971,12.649612,8.98,0.261077,-1.20,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IIYNGIBK_27280_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IIYNGIBK_27280_empty_1.jpg"
267,"3FO4IFWXWFX4_1578_empty_1.jpg",train,0.372906,0.153909,8.875351,2.73,0.263408,-1.19,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IFWXWFX4_1578_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IFWXWFX4_1578_empty_1.jpg"
268,"3FO4IORY3CEK_490_empty_1.jpg",test,0.374335,0.152679,31.166840,33.98,0.263507,-1.19,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IORY3CEK_490_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IORY3CEK_490_empty_1.jpg"
269,"3FO4IMTKAWHK_763955_empty_1.jpg",train,0.463046,0.068504,27.867279,28.12,0.265775,-1.18,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMTKAWHK_763955_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMTKAWHK_763955_empty_1.jpg"
270,"3FO4ILD5BSQA_5811_empty_1.jpg",test,0.387293,0.144872,15.937500,15.62,0.266082,-1.18,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4ILD5BSQA_5811_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4ILD5BSQA_5811_empty_1.jpg"
271,"3FO4ILU6FUB5_828_empty_1.jpg",train,0.464709,0.067768,31.439209,31.64,0.266238,-1.18,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILU6FUB5_828_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILU6FUB5_828_empty_1.jpg"
272,"3FO4IJXX0CGR_601_empty_1.jpg",train,0.420060,0.113148,7.225571,3.91,0.266604,-1.18,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJXX0CGR_601_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJXX0CGR_601_empty_1.jpg"
273,"3FO4IO4EL0O5_129_empty_1.jpg",test,0.460046,0.074689,15.186539,16.02,0.267367,-1.18,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IO4EL0O5_129_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IO4EL0O5_129_empty_1.jpg"
274,"3FO4IL83GSR1_1216_empty_1.jpg",train,0.490678,0.048125,7.692490,7.81,0.269401,-1.17,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL83GSR1_1216_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL83GSR1_1216_empty_1.jpg"
275,"3FO4IE5YY12I_735_empty_1.jpg",train,0.614186,-0.073232,8.708038,7.42,0.270477,-1.16,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IE5YY12I_735_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IE5YY12I_735_empty_1.jpg"
276,"3FO4IONL148D_422_empty_1.jpg",test,0.526443,0.015811,28.260269,23.44,0.271127,-1.16,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IONL148D_422_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IONL148D_422_empty_1.jpg"
277,"3FO4IJ6JSKWU_856961_empty_1.jpg",train,0.560155,-0.017621,31.104584,30.86,0.271267,-1.16,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IJ6JSKWU_856961_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IJ6JSKWU_856961_empty_1.jpg"
278,"3FO4IPIXVUO3_324_empty_1.jpg",train,0.458753,0.085469,12.147675,8.20,0.272111,-1.16,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPIXVUO3_324_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPIXVUO3_324_empty_1.jpg"
279,"3FO4IN6TEJP8_295406_empty_1.jpg",train,0.469412,0.076916,24.622192,21.09,0.273164,-1.15,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN6TEJP8_295406_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN6TEJP8_295406_empty_1.jpg"
280,"3FO4IO9QP7UT_1486_empty_1.jpg",train,0.642652,-0.094850,60.423203,76.95,0.273901,-1.15,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO9QP7UT_1486_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO9QP7UT_1486_empty_1.jpg"
281,"3FO4IDOIN9J0_184575_empty_1.jpg",test,0.307243,0.241087,38.217316,45.70,0.274165,-1.15,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IDOIN9J0_184575_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IDOIN9J0_184575_empty_1.jpg"
282,"3FO4IL4PES79_442_empty_1.jpg",train,0.398587,0.150987,32.338028,39.84,0.274787,-1.15,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IL4PES79_442_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IL4PES79_442_empty_1.jpg"
283,"3FO4IPB6NMPG_398_empty_1.jpg",train,0.487602,0.063501,16.914139,10.55,0.275552,-1.14,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPB6NMPG_398_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPB6NMPG_398_empty_1.jpg"
284,"3FO4INL7B1HC_166791_empty_1.jpg",train,0.437923,0.114922,30.769958,31.64,0.276422,-1.14,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INL7B1HC_166791_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INL7B1HC_166791_empty_1.jpg"
285,"3FO4IIWRJQYO_8261_empty_1.jpg",train,0.544617,0.008617,4.077759,2.73,0.276617,-1.14,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIWRJQYO_8261_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIWRJQYO_8261_empty_1.jpg"
286,"3FO4INKRJH8U_141_empty_1.jpg",train,0.591283,-0.036415,41.353455,64.84,0.277434,-1.14,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INKRJH8U_141_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INKRJH8U_141_empty_1.jpg"
287,"3FO4IIQNSC87_141_empty_1.jpg",train,0.465460,0.090552,12.630157,6.25,0.278006,-1.14,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IIQNSC87_141_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IIQNSC87_141_empty_1.jpg"
288,"3FO4IMQ587LN_22735_empty_1.jpg",train,0.441424,0.115533,29.960632,28.52,0.278479,-1.13,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMQ587LN_22735_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMQ587LN_22735_empty_1.jpg"
289,"3FO4IPOV20EE_98_empty_1.jpg",train,0.363693,0.195353,31.727142,33.98,0.279523,-1.13,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IPOV20EE_98_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IPOV20EE_98_empty_1.jpg"
290,"3FO4IDU7VMMJ_520504_empty_1.jpg",train,0.410380,0.149256,23.762283,20.70,0.279818,-1.13,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IDU7VMMJ_520504_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IDU7VMMJ_520504_empty_1.jpg"
291,"3FO4IORJAN1Q_436_empty_1.jpg",train,0.462632,0.097040,6.879272,4.69,0.279836,-1.13,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IORJAN1Q_436_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IORJAN1Q_436_empty_1.jpg"
292,"3FO4IIO7DQIM_652565_empty_1.jpg",test,0.464169,0.095642,15.431671,12.50,0.279905,-1.13,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IIO7DQIM_652565_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IIO7DQIM_652565_empty_1.jpg"
293,"3FO4IOESR6X6_293_empty_1.jpg",test,0.376188,0.184000,12.688522,9.77,0.280094,-1.13,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IOESR6X6_293_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IOESR6X6_293_empty_1.jpg"
294,"3FO4IEBKLDUD_864_empty_1.jpg",test,0.434726,0.126535,12.209930,9.77,0.280631,-1.12,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IEBKLDUD_864_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IEBKLDUD_864_empty_1.jpg"
295,"3FO4IMBA3W99_215_empty_1.jpg",validation,0.464226,0.098942,23.517151,24.61,0.281584,-1.12,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IMBA3W99_215_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IMBA3W99_215_empty_1.jpg"
296,"3FO4ILR94OD4_313_empty_1.jpg",validation,0.540037,0.023233,23.949051,21.09,0.281635,-1.12,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4ILR94OD4_313_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4ILR94OD4_313_empty_1.jpg"
297,"3FO4IKHO5QH3_470_empty_1.jpg",train,0.421190,0.147694,14.116516,9.38,0.284442,-1.11,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IKHO5QH3_470_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IKHO5QH3_470_empty_1.jpg"
298,"3FO4IO4EL0O5_145_empty_1.jpg",train,0.401253,0.168642,26.229172,17.97,0.284947,-1.11,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO4EL0O5_145_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO4EL0O5_145_empty_1.jpg"
299,"3FO4ILQORG2K_528_empty_1.jpg",train,0.524720,0.046013,28.906174,26.56,0.285366,-1.11,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4ILQORG2K_528_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4ILQORG2K_528_empty_1.jpg"
300,"3FO4IO469FRX_1715636704_empty_1.jpg",train,0.518746,0.052066,36.618118,50.39,0.285406,-1.11,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO469FRX_1715636704_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO469FRX_1715636704_empty_1.jpg"
301,"3FO4IMYT8CKT_237_empty_1.jpg",train,0.395900,0.175039,36.937180,45.31,0.285469,-1.11,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IMYT8CKT_237_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IMYT8CKT_237_empty_1.jpg"
302,"3FO4IE5YY12I_857_empty_1.jpg",train,0.483699,0.091771,12.813034,6.64,0.287735,-1.10,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IE5YY12I_857_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IE5YY12I_857_empty_1.jpg"
303,"3FO4IINAIHH3_228_empty_1.jpg",validation,0.341222,0.236279,32.653198,37.11,0.288750,-1.09,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IINAIHH3_228_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IINAIHH3_228_empty_1.jpg"
304,"3FO4IOKYXCJ0_732_empty_1.jpg",validation,0.415160,0.163301,11.163254,8.98,0.289230,-1.09,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IOKYXCJ0_732_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IOKYXCJ0_732_empty_1.jpg"
305,"3FO4IOW6MLD2_173517354032838_empty_1.jpg",validation,0.403723,0.179685,28.816681,28.91,0.291704,-1.08,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IOW6MLD2_173517354032838_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IOW6MLD2_173517354032838_empty_1.jpg"
306,"3FO4IDI9FO3C_447_empty_1.jpg",test,0.407046,0.177213,13.762436,13.67,0.292130,-1.08,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IDI9FO3C_447_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IDI9FO3C_447_empty_1.jpg"
307,"3FO4IGI45WK9_1492_empty_1.jpg",test,0.430684,0.157187,21.595001,22.66,0.293935,-1.07,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IGI45WK9_1492_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IGI45WK9_1492_empty_1.jpg"
308,"3FO4IFXP4DIC_271_empty_1.jpg",train,0.375785,0.213507,15.785751,12.11,0.294646,-1.07,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IFXP4DIC_271_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IFXP4DIC_271_empty_1.jpg"
309,"3FO4IOIN9YT5_451050_empty_1.jpg",train,0.411752,0.180623,19.501648,11.72,0.296188,-1.06,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOIN9YT5_451050_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOIN9YT5_451050_empty_1.jpg"
310,"3FO4IEP1L9RJ_662_empty_1.jpg",train,0.436031,0.156577,10.458984,5.08,0.296304,-1.06,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IEP1L9RJ_662_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IEP1L9RJ_662_empty_1.jpg"
311,"3FO4IONJ41YB_903647_empty_1.jpg",validation,0.420648,0.173802,10.739136,10.55,0.297225,-1.06,"/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/after/3FO4IONJ41YB_903647_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/validation/before/3FO4IONJ41YB_903647_empty_1.jpg"
312,"3FO4IN5Y3JUW_294406_empty_1.jpg",train,0.472053,0.123438,9.155502,7.03,0.297745,-1.06,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IN5Y3JUW_294406_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IN5Y3JUW_294406_empty_1.jpg"
313,"3FO4IOESR6X6_463606_empty_1.jpg",train,0.379832,0.216838,37.174530,38.67,0.298335,-1.06,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IOESR6X6_463606_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IOESR6X6_463606_empty_1.jpg"
314,"3FO4IGCSFPO8_163528_empty_1.jpg",test,0.587982,0.009214,3.194504,1.95,0.298598,-1.05,"/Users/admin/Documents/Facultatea/Proiect_RN/data/test/after/3FO4IGCSFPO8_163528_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/test/before/3FO4IGCSFPO8_163528_empty_1.jpg"
315,"3FO4IP35MVGU_139813_empty_1.jpg",train,0.431198,0.166490,16.988068,12.50,0.298844,-1.05,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IP35MVGU_139813_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IP35MVGU_139813_empty_1.jpg"
316,"3FO4IQI3LS7R_279_empty_1.jpg",train,0.569576,0.029099,58.995209,73.83,0.299337,-1.05,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IQI3LS7R_279_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IQI3LS7R_279_empty_1.jpg"
317,"3FO4IE5YY12I_436_empty_1.jpg",train,0.722334,-0.123118,12.400589,7.42,0.299608,-1.05,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IE5YY12I_436_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IE5YY12I_436_empty_1.jpg"
318,"3FO4INS9ANSP_903_empty_1.jpg",train,0.397976,0.201836,33.400269,43.75,0.299906,-1.05,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4INS9ANSP_903_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4INS9ANSP_903_empty_1.jpg"
319,"3FO4IHQF6Y0C_182_empty_1.jpg",train,0.413847,0.186857,13.155441,10.94,0.300352,-1.05,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IHQF6Y0C_182_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IHQF6Y0C_182_empty_1.jpg"
320,"3FO4IO3Y5KII_2888_empty_1.jpg",train,0.407449,0.194075,39.085007,44.53,0.300762,-1.05,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IO3Y5KII_2888_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IO3Y5KII_2888_empty_1.jpg"
321,"3FO4IHQF6Y0C_239_empty_1.jpg",train,0.500455,0.106575,23.131943,17.19,0.303515,-1.03,"/Users/admin/Documents/Facultatea/Proiect_RN/data/train/after/3FO4IHQF6Y0C_239_empty_1.jpg","/Users/admin/Documents/Facultatea/Proiect_RN/data/train/before/3FO4IHQF6Y0C_239_empty_1.jpg"
